Nation,Position,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Cards,Red Cards,Shots,Shots on Target,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Distance,Goals90,Assists90,G+A90,G-PK90,G+A-PK90,xG,npxG,xA,npxG+xA,xG90,xA90,xG+xA90,npxG90,npxG+xA90
Italy,Defender,Serie A,25,1995,35,35,3122,34.7,2,1,2,0,0,7,1,19,6,31.6,0.55,0.17,0.11,0.33,10.7,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07
Italy,Defender,Serie A,29,1992,34,29,2358,26.2,1,0,1,0,0,12,1,11,2,18.2,0.42,0.08,0.09,0.5,9.6,0.04,0,0.04,0.04,0.04,1.8,1.8,0.7,2.6,0.07,0.03,0.1,0.07,0.1
Norway,Defender/Forward,Serie A,19,2001,6,0,53,0.6,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,Defender,Ligue 1,24,1997,32,30,2696,30,2,3,2,0,0,10,0,23,3,13,0.77,0.1,0.09,0.67,19.3,0.07,0.1,0.17,0.07,0.17,1.4,1.4,2,3.3,0.05,0.07,0.11,0.05,0.11
France,Defender,Ligue 1,25,1996,19,18,1586,17.6,4,1,4,0,0,3,0,15,7,46.7,0.85,0.4,0.27,0.57,21.4,0.23,0.06,0.28,0.23,0.28,0.9,0.9,0.6,1.4,0.05,0.03,0.08,0.05,0.08
Italy,Defender,Serie A,31,1989,24,16,1445,16.1,1,1,1,0,0,3,0,7,1,14.3,0.44,0.06,0.14,1,9.2,0.06,0.06,0.12,0.06,0.12,0.6,0.6,0,0.6,0.04,0,0.04,0.04,0.04
Argentina,Midfielder,La Liga,27,1994,33,21,1801,20,4,3,4,0,0,5,0,23,8,34.8,1.15,0.4,0.17,0.5,15.3,0.2,0.15,0.35,0.2,0.35,2.8,2.8,1.3,4.1,0.14,0.06,0.21,0.14,0.21
Brazil,Goalkeeper,Ligue 1,26,1995,17,17,1530,17,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Forward,Serie A,23,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Defender,Bundesliga,23,1998,4,2,209,2.3,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Defender,Serie A,23,1998,11,4,490,5.4,0,0,0,0,0,5,0,3,1,33.3,0.55,0.18,0,0,10.1,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
France,Defender,Ligue 1,16,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Defender/Midfielder,Ligue 1,20,2001,8,1,96,1.1,0,0,0,0,0,1,0,2,0,0,1.87,0,0,,21.9,0,0,0,0,0,0.2,0.2,0,0.2,0.19,0.03,0.21,0.19,0.21
Brazil,Forward,Premier League,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Midfielder,Ligue 1,25,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Defender,Premier League,22,1999,20,17,1449,16.1,3,1,3,0,0,2,0,9,7,77.8,0.56,0.43,0.33,0.43,18.4,0.19,0.06,0.25,0.19,0.25,1,1,0.2,1.2,0.06,0.01,0.08,0.06,0.08
United Kingdom,Defender,Premier League,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,2,0,0,1.06,0,0,,20.3,0,0,0,0,0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07
United Kingdom,Defender,Premier League,26,1995,11,9,831,9.2,1,0,1,0,0,1,0,3,1,33.3,0.32,0.11,0.33,1,14.7,0.11,0,0.11,0.11,0.11,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04
France,Midfielder/Forward,Ligue 1,23,1997,19,9,753,8.4,0,1,0,0,0,0,0,10,1,10,1.2,0.12,0,0,19.5,0,0.12,0.12,0,0.12,0.5,0.5,0.6,1.1,0.06,0.07,0.13,0.06,0.13
USA,Defender,Bundesliga,31,1990,17,15,1212,13.5,0,0,0,0,0,4,0,13,3,23.1,0.97,0.22,0,0,15,0,0,0,0,0,0.5,0.5,0.6,1.1,0.04,0.05,0.08,0.04,0.08
Spain,Midfielder/Forward,La Liga,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,3,0,0,0.68,0,0,,22.5,0,0,0,0,0,0.1,0.1,0.2,0.2,0.02,0.03,0.05,0.02,0.05
France,Defender,Ligue 1,26,1994,32,31,2686,29.8,3,0,3,0,0,6,1,13,6,46.2,0.44,0.2,0.23,0.5,12.9,0.1,0,0.1,0.1,0.1,1.5,1.5,0.4,2,0.05,0.01,0.07,0.05,0.07
France,Midfielder/Forward,Ligue 1,30,1991,34,31,2717,30.2,5,2,5,0,0,4,0,33,11,33.3,1.09,0.36,0.15,0.45,18.5,0.17,0.07,0.23,0.17,0.23,1.9,1.9,2.8,4.8,0.06,0.09,0.16,0.06,0.16
France,Defender/Midfielder,Ligue 1,30,1991,3,2,220,2.4,0,0,0,0,0,0,0,3,0,0,1.23,0,0,,19,0,0,0,0,0,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15
USA,Defender/Midfielder,Bundesliga,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,1,0,0,2.2,0,0,,11.4,0,0,0,0,0,0.1,0.1,0,0.1,0.19,0,0.19,0.19,0.19
Spain,Midfielder,La Liga,29,1992,1,1,45,0.5,0,0,0,0,0,1,1,1,0,0,2,0,0,,26,0,0,0,0,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
France,Midfielder/Forward,Ligue 1,17,2003,16,3,440,4.9,0,1,0,0,0,1,0,14,3,21.4,2.86,0.61,0,0,21.5,0,0.2,0.2,0,0.2,0.7,0.7,0.7,1.4,0.14,0.14,0.28,0.14,0.28
Russia,Midfielder,La Liga,30,1990,17,5,563,6.3,0,1,0,0,0,1,0,11,4,36.4,1.76,0.64,0,0,15.7,0,0.16,0.16,0,0.16,1,1,0.3,1.3,0.16,0.05,0.21,0.16,0.21
United Kingdom,Midfielder,Premier League,19,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Defender,Serie A,36,1984,21,16,1354,15,0,0,0,0,0,2,0,4,0,0,0.27,0,0,,10.6,0,0,0,0,0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
Italy,Midfielder/Forward,Serie A,23,1997,14,11,863,9.6,2,2,2,0,0,0,0,28,9,32.1,2.92,0.94,0.07,0.22,17.2,0.21,0.21,0.42,0.21,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37
United Kingdom,Defender,Premier League,24,1996,7,6,542,6,3,1,3,0,0,0,0,13,6,46.2,2.16,1,0.23,0.5,17.9,0.5,0.17,0.66,0.5,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34
Portugal,Defender/Midfielder,Premier League,21,2000,8,1,208,2.3,0,3,0,0,0,0,0,5,2,40,2.16,0.87,0,0,11.1,0,1.3,1.3,0,1.3,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41
Romania,Defender,Serie A,31,1989,29,27,2300,25.6,0,0,0,0,0,4,0,9,2,22.2,0.35,0.08,0,0,14.4,0,0,0,0,0,0.7,0.7,0.1,0.7,0.03,0,0.03,0.03,0.03
Spain,Midfielder,Ligue 1,24,1997,31,31,2637,29.3,3,1,3,0,0,6,0,21,6,28.6,0.72,0.2,0.14,0.5,20.1,0.1,0.03,0.14,0.1,0.14,1.2,1.2,1.3,2.5,0.04,0.05,0.09,0.04,0.09
France,Midfielder,Ligue 1,19,2001,36,33,2935,32.6,1,1,1,0,0,5,0,19,4,21.1,0.58,0.12,0.05,0.25,20.4,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05
United Kingdom,Defender/Midfielder,Premier League,23,1997,6,4,285,3.2,0,0,0,0,0,1,0,1,0,0,0.32,0,0,,12.8,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Denmark,Defender,Premier League,25,1996,19,17,1496,16.6,0,0,0,0,0,2,0,5,0,0,0.3,0,0,,19.6,0,0,0,0,0,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04
Germany,Midfielder,Bundesliga,24,1996,27,22,2054,22.8,0,0,0,0,0,5,0,10,1,10,0.44,0.04,0,0,23.5,0,0,0,0,0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04
United Kingdom,Midfielder/Forward,Premier League,17,2003,12,2,301,3.3,0,1,0,0,0,0,0,4,1,25,1.2,0.3,0,0,15.9,0,0.3,0.3,0,0.3,0.6,0.6,1,1.5,0.17,0.29,0.46,0.17,0.46
Nigeria,Midfielder/Forward,La Liga,22,1999,27,12,1333,14.8,3,3,3,0,0,4,0,34,7,20.6,2.3,0.47,0.09,0.43,16.2,0.2,0.2,0.41,0.2,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59
Spain,Defender,La Liga,21,2000,25,20,1830,20.3,0,0,0,0,0,2,0,9,2,22.2,0.44,0.1,0,0,9.4,0,0,0,0,0,0.7,0.7,0,0.7,0.03,0,0.03,0.03,0.03
Italy,Defender/Midfielder,Serie A,19,2002,10,1,227,2.5,0,1,0,0,0,0,0,3,1,33.3,1.19,0.4,0,0,22.3,0,0.4,0.4,0,0.4,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14
Netherlands,Goalkeeper,La Liga,32,1989,17,17,1457,16.2,0,1,0,0,0,1,0,0,0,,0,0,,,,0,0.06,0.06,0,0.06,0,0,0,0,0,0,0,0,0
Senegal,Midfielder,La Liga,27,1994,31,11,1097,12.2,2,1,2,0,0,5,0,20,5,25,1.64,0.41,0.1,0.4,24.7,0.16,0.08,0.25,0.16,0.25,1.6,1.6,0.5,2.1,0.13,0.04,0.18,0.13,0.18
Guinea,Forward,Serie A,17,2003,3,0,38,0.4,1,0,1,0,0,0,0,3,1,33.3,7.11,2.37,0.33,1,10.1,2.37,0,2.37,2.37,2.37,0.5,0.5,0,0.5,1.21,0,1.21,1.21,1.21
Italy,Defender,Serie A,19,2002,2,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Defender,Premier League,31,1989,13,12,1014,11.3,0,1,0,0,0,2,1,7,1,14.3,0.62,0.09,0,0,7,0,0.09,0.09,0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1
France,Midfielder,Ligue 1,23,1998,10,0,209,2.3,0,2,0,0,0,1,0,7,1,14.3,3.01,0.43,0,0,16.9,0,0.86,0.86,0,0.86,0.5,0.5,0.8,1.3,0.2,0.36,0.56,0.2,0.56
France,Defender,Ligue 1,28,1992,37,35,3046,33.8,5,11,5,0,0,3,0,42,17,40.5,1.24,0.5,0.12,0.29,22,0.15,0.33,0.47,0.15,0.47,2.7,2.7,7.2,9.9,0.08,0.21,0.29,0.08,0.29
Spain,Defender,La Liga,29,1992,19,18,1514,16.8,0,0,0,0,0,6,0,2,0,0,0.12,0,0,,14.4,0,0,0,0,0,0.2,0.2,0.8,1,0.01,0.04,0.06,0.01,0.06
United Kingdom,Midfielder,Premier League,31,1989,28,20,1616,18,0,2,0,0,0,2,0,13,7,53.8,0.72,0.39,0,0,23.1,0,0.11,0.11,0,0.11,0.8,0.8,2,2.9,0.05,0.11,0.16,0.05,0.16
United Kingdom,Defender,Premier League,30,1991,16,15,1351,15,0,1,0,0,0,1,0,3,2,66.7,0.2,0.13,0,0,24.5,0,0.07,0.07,0,0.07,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04
United Kingdom,Defender,Premier League,28,1993,38,38,3361,37.3,4,0,4,0,0,4,0,12,4,33.3,0.32,0.11,0.33,1,11.7,0.11,0,0.11,0.11,0.11,2,2,0,2,0.05,0,0.05,0.05,0.05
France,Defender/Forward,Ligue 1,25,1996,24,9,930,10.3,1,1,1,0,0,3,1,11,2,18.2,1.06,0.19,0.09,0.5,16.1,0.1,0.1,0.19,0.1,0.19,0.6,0.6,0.7,1.2,0.05,0.06,0.12,0.05,0.12
Spain,Defender,La Liga,34,1987,6,1,118,1.3,1,0,1,0,0,1,0,1,1,100,0.76,0.76,1,1,2,0.76,0,0.76,0.76,0.76,0.4,0.4,0.1,0.4,0.27,0.05,0.33,0.27,0.33
Ireland,Defender,Premier League,32,1988,30,30,2656,29.5,1,0,1,0,0,4,0,8,1,12.5,0.27,0.03,0.13,1,17.2,0.03,0,0.03,0.03,0.03,1,1,1.1,2.1,0.03,0.04,0.07,0.03,0.07
Spain,Midfielder/Forward,La Liga,22,1999,17,13,1020,11.3,2,1,2,0,0,1,0,17,8,47.1,1.5,0.71,0.12,0.25,23.8,0.18,0.09,0.26,0.18,0.26,0.8,0.8,1.2,2,0.07,0.11,0.18,0.07,0.18
Gambia,Midfielder/Forward,Serie A,21,2000,11,3,394,4.4,0,0,0,0,0,1,0,12,5,41.7,2.74,1.14,0,0,20.5,0,0,0,0,0,0.7,0.7,1.6,2.2,0.16,0.35,0.51,0.16,0.51
Gambia,Defender,Serie A,28,1992,32,31,2745,30.5,0,0,0,0,0,6,1,11,1,9.1,0.36,0.03,0,0,9.5,0,0,0,0,0,1.4,1.4,0,1.4,0.05,0,0.05,0.05,0.05
Ireland,Defender,Premier League,20,2001,19,18,1670,18.6,2,0,2,0,0,2,1,15,5,33.3,0.81,0.27,0.13,0.4,8.4,0.11,0,0.11,0.11,0.11,1.6,1.6,0.9,2.5,0.08,0.05,0.14,0.08,0.14
France,Defender/Forward,Bundesliga,25,1996,21,16,1359,15.1,6,2,6,0,0,1,1,46,20,43.5,3.05,1.32,0.13,0.3,16.9,0.4,0.13,0.53,0.4,0.53,4.5,4.5,3.2,7.8,0.3,0.21,0.51,0.3,0.51
Switzerland,Defender,La Liga,23,1998,8,5,408,4.5,0,0,0,0,0,2,0,3,1,33.3,0.66,0.22,0,0,7.7,0,0,0,0,0,0.4,0.4,0,0.4,0.09,0,0.09,0.09,0.09
Spain,Midfielder,La Liga,24,1996,35,32,2682,29.8,1,2,1,0,0,12,1,34,5,14.7,1.14,0.17,0.03,0.2,12.5,0.03,0.07,0.1,0.03,0.1,4,4,2.5,6.4,0.13,0.08,0.21,0.13,0.21
Spain,Goalkeeper,La Liga,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Forward,Premier League,21,2000,4,1,156,1.7,0,0,0,0,0,0,0,2,0,0,1.15,0,0,,14.9,0,0,0,0,0,0.5,0.5,0.4,0.8,0.26,0.2,0.47,0.26,0.47
Italy,Goalkeeper,Serie A,34,1987,37,37,3322,36.9,0,0,0,0,0,2,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
Portugal,Defender,Ligue 1,23,1998,17,17,1347,15,0,1,0,0,0,2,0,5,1,20,0.33,0.07,0,0,16,0,0.07,0.07,0,0.07,0.3,0.3,2.2,2.5,0.02,0.15,0.17,0.02,0.17
Italy,Defender/Midfielder,Serie A,27,1994,7,2,234,2.6,1,0,1,0,0,1,0,0,0,,0,0,,,,0.38,0,0.38,0.38,0.38,0.3,0.3,0,0.3,0.12,0,0.12,0.12,0.12
Italy,Defender,Serie A,27,1994,1,0,13,0.1,0,0,0,0,0,0,0,4,1,25,1.54,0.38,0.25,1,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Defender,Premier League,29,1991,21,21,1814,20.2,0,1,0,0,0,5,0,5,1,20,0.25,0.05,0,0,10.2,0,0.05,0.05,0,0.05,0.3,0.3,0.1,0.4,0.02,0,0.02,0.02,0.02
Germany,Forward,Bundesliga,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,1,0,0,5.63,0,0,,18,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0.23,0.23
Italy,Defender,Serie A,17,2003,4,3,249,2.8,0,0,0,0,0,0,0,1,0,0,0.36,0,0,,7,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
France,Midfielder,La Liga,30,1991,20,8,830,9.2,2,1,2,0,0,3,0,5,2,40,0.54,0.22,0.4,1,13.8,0.22,0.11,0.33,0.22,0.33,0.3,0.3,0.7,0.9,0.03,0.07,0.1,0.03,0.1
France,Defender,Ligue 1,30,1990,28,13,1324,14.7,0,3,0,0,0,0,1,11,3,27.3,0.75,0.2,0,0,27.7,0,0.2,0.2,0,0.2,0.4,0.4,0.6,1,0.03,0.04,0.07,0.03,0.07
Venezuela,Midfielder/Forward,Bundesliga,23,1997,13,2,328,3.6,0,0,0,0,0,2,0,7,1,14.3,1.92,0.27,0,0,10,0,0,0,0,0,0.9,0.9,0.1,1,0.23,0.04,0.27,0.23,0.27
United Kingdom,Midfielder,Premier League,32,1989,20,20,1670,18.6,1,0,1,0,0,4,0,7,1,14.3,0.38,0.05,0.14,1,17.4,0.05,0,0.05,0.05,0.05,0.8,0.8,0.1,0.9,0.04,0.01,0.05,0.04,0.05
Ivory Coast,Midfielder/Forward,Premier League,24,1996,26,21,1766,19.6,9,1,9,0,1,2,0,0,0,,0,0,,,,0.46,0.05,0.51,0.46,0.51,6.7,5.9,1.5,7.4,0.34,0.07,0.42,0.3,0.38
Ivory Coast,Defender/Midfielder,Ligue 1,24,1996,1,1,63,0.7,0,0,0,0,0,2,1,46,22,47.8,2.34,1.12,0.2,0.41,16.6,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.09,0,0.09
Mexico,Defender/Forward,La Liga,28,1993,18,12,1157,12.9,2,4,2,0,0,2,0,12,4,33.3,0.93,0.31,0.17,0.5,12,0.16,0.31,0.47,0.16,0.47,1.7,1.7,3.3,5,0.13,0.26,0.39,0.13,0.39
Argentina,Midfielder/Forward,La Liga,26,1995,36,21,1856,20.6,12,5,12,0,0,3,1,50,22,44,2.42,1.07,0.24,0.55,17.3,0.58,0.24,0.82,0.58,0.82,6.8,6.8,3.5,10.2,0.33,0.17,0.5,0.33,0.5
Argentina,Forward,Serie A,26,1994,26,12,1025,11.4,6,1,6,0,0,2,0,35,16,45.7,3.07,1.4,0.17,0.38,12.8,0.53,0.09,0.61,0.53,0.61,4.8,4.8,2,6.7,0.42,0.17,0.59,0.42,0.59
Portugal,Defender,La Liga,22,1999,19,18,1414,15.7,0,1,0,0,0,5,0,3,1,33.3,0.19,0.06,0,0,19.4,0,0.06,0.06,0,0.06,0.3,0.3,0.9,1.1,0.02,0.05,0.07,0.02,0.07
Germany,Defender,Bundesliga,28,1993,11,7,725,8.1,0,0,0,0,0,2,0,2,0,0,0.25,0,0,,12.8,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03
Portugal,Midfielder/Forward,Ligue 1,20,2001,33,16,1464,16.3,3,5,3,0,0,2,0,26,9,34.6,1.6,0.55,0.12,0.33,18.8,0.18,0.31,0.49,0.18,0.49,2.5,2.5,3.6,6.2,0.16,0.22,0.38,0.16,0.38
Angola,Midfielder,Premier League,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,1,0,0,4.09,0,0,,22.4,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11
Angola,Midfielder/Forward,La Liga,27,1994,22,13,1118,12.4,0,1,0,0,0,3,0,9,2,22.2,0.72,0.16,0,0,17.3,0,0.08,0.08,0,0.08,0.3,0.3,1.7,2,0.03,0.14,0.16,0.03,0.16
Spain,Defender,La Liga,33,1988,25,21,1828,20.3,0,4,0,0,0,5,1,10,2,20,0.49,0.1,0,0,18.3,0,0.2,0.2,0,0.2,0.7,0.7,2.4,3,0.03,0.12,0.15,0.03,0.15
France,Goalkeeper,Ligue 1,34,1987,25,25,2250,25,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Defender,Premier League,28,1992,28,25,2209,24.5,0,4,0,0,0,5,1,11,4,36.4,0.45,0.16,0,0,17,0,0.16,0.16,0,0.16,0.6,0.6,2.4,3,0.02,0.1,0.12,0.02,0.12
Mali,Forward,Ligue 1,29,1991,21,9,850,9.4,5,0,5,0,0,1,0,27,11,40.7,2.86,1.16,0.19,0.45,8.9,0.53,0,0.53,0.53,0.53,4.1,4.1,1.6,5.6,0.43,0.17,0.59,0.43,0.59
Mali,Midfielder,Serie A,25,1996,31,29,2332,25.9,0,0,0,0,0,3,0,22,7,31.8,0.85,0.27,0,0,23.9,0,0,0,0,0,0.9,0.9,0.3,1.3,0.04,0.01,0.05,0.04,0.05
Senegal,Midfielder,Serie A,22,1999,12,9,808,9,2,0,2,0,0,1,0,10,4,40,1.11,0.45,0.2,0.5,18.2,0.22,0,0.22,0.22,0.22,1.2,1.2,0.2,1.4,0.13,0.03,0.16,0.13,0.16
France,Defender/Forward,Bundesliga,20,2001,21,11,1079,12,0,1,0,0,0,8,0,13,3,23.1,1.08,0.25,0,0,16.3,0,0.08,0.08,0,0.08,0.9,0.9,0.7,1.6,0.08,0.06,0.13,0.08,0.13
Belgium,Goalkeeper,La Liga,29,1992,36,36,3240,36,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Midfielder/Forward,Premier League,29,1992,19,16,1329,14.8,5,3,5,0,0,0,0,23,6,26.1,4.12,1.07,0.04,0.17,18,0.34,0.2,0.54,0.34,0.54,3.7,3.7,3.2,6.9,0.25,0.22,0.47,0.25,0.47
Brazil,Midfielder/Forward,La Liga,29,1992,12,5,503,5.6,2,0,1,1,1,1,0,43,16,37.2,2.91,1.08,0.12,0.31,20.6,0.36,0,0.36,0.18,0.18,2.8,2,0.3,2.4,0.5,0.06,0.56,0.36,0.42
France,Defender,Ligue 1,22,1999,34,32,2770,30.8,2,2,2,0,0,2,1,6,3,50,0.19,0.1,0.33,0.67,14,0.06,0.06,0.13,0.06,0.13,1.4,1.4,1,2.4,0.05,0.03,0.08,0.05,0.08
Italy,Goalkeeper,Serie A,27,1994,35,35,3150,35,0,0,0,0,0,3,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Defender,Premier League,31,1989,31,31,2726,30.3,2,3,2,0,0,3,0,18,3,16.7,0.59,0.1,0.11,0.67,19.9,0.07,0.1,0.17,0.07,0.17,1.1,1.1,3.2,4.3,0.04,0.11,0.14,0.04,0.14
United Kingdom,Defender,Premier League,18,2002,5,1,141,1.6,0,0,0,0,0,1,0,1,0,0,0.64,0,0,,10,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Italy,Defender,Serie A,34,1986,20,18,1618,18,6,1,0,6,7,4,0,17,0,0,0.95,0,0,,31.4,0.33,0.06,0.39,0,0.06,5.6,0.3,0.8,1.1,0.31,0.04,0.36,0.02,0.06
Italy,Midfielder,Serie A,26,1995,34,29,2678,29.8,2,0,2,0,0,9,0,39,5,12.8,1.31,0.17,0.05,0.4,15.1,0.07,0,0.07,0.07,0.07,2.3,2.3,1.6,3.9,0.08,0.05,0.13,0.08,0.13
Spain,Defender,La Liga,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,1,0,0,5.29,0,0,,35.3,0,0,0,0,0,0,0,0.1,0.1,0.03,0.39,0.42,0.03,0.42
France,Midfielder/Forward,Ligue 1,26,1995,4,0,102,1.1,0,0,0,0,0,0,0,3,1,33.3,2.65,0.88,0,0,13.2,0,0,0,0,0,0.4,0.4,0,0.4,0.33,0,0.33,0.33,0.33
Slovenia,Defender/Midfielder,Serie A,25,1995,34,22,1881,20.9,3,1,3,0,0,3,0,33,12,36.4,1.58,0.57,0.09,0.25,22.2,0.14,0.05,0.19,0.14,0.19,2.3,2.3,0.9,3.2,0.11,0.04,0.15,0.11,0.15
Italy,Forward,Serie A,23,1997,1,0,15,0.2,0,0,0,0,0,0,0,1,0,0,6,0,0,,10,0,0,0,0,0,0.1,0.1,0,0.1,0.31,0,0.31,0.31,0.31
Spain,Defender,La Liga,29,1992,23,22,1934,21.5,0,0,0,0,0,4,0,3,0,0,0.14,0,0,,17.2,0,0,0,0,0,0.3,0.3,0,0.4,0.01,0,0.02,0.01,0.02
Columbia,Defender/Midfielder,Serie A,33,1988,33,28,2487,27.6,4,3,4,0,0,9,0,36,13,36.1,1.3,0.47,0.11,0.31,21.1,0.14,0.11,0.25,0.14,0.25,2,2,5,7,0.07,0.18,0.25,0.07,0.25
Columbia,Midfielder/Forward,Premier League,22,1999,25,11,1147,12.7,5,2,5,0,0,3,0,35,10,28.6,2.75,0.78,0.14,0.5,18.7,0.39,0.16,0.55,0.39,0.55,2.5,2.5,1.9,4.4,0.2,0.15,0.35,0.2,0.35
Spain,Defender,Premier League,23,1998,35,35,3089,34.3,1,1,1,0,0,6,0,1,0,0,3.91,0,0,,18,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.7,3.4,0.02,0.08,0.1,0.02,0.1
Spain,Defender/Forward,La Liga,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,18,3,16.7,0.52,0.09,0.06,0.33,20.9,0,0,0,0,0,0.1,0.1,0.1,0.1,0.22,0.23,0.45,0.22,0.45
Spain,Defender,La Liga,21,1999,32,31,2683,29.8,1,0,1,0,0,6,2,16,6,37.5,0.54,0.2,0.06,0.17,11,0.03,0,0.03,0.03,0.03,0.7,0.7,0.1,0.8,0.02,0,0.03,0.02,0.03
France,Midfielder,Bundesliga,21,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0.1,0.1,0,0.97,0.97,0,0.97
France,Midfielder,Serie A,21,1999,13,13,918,10.2,0,0,0,0,0,2,0,6,1,16.7,0.59,0.1,0,0,20.3,0,0,0,0,0,0.5,0.5,1,1.5,0.05,0.09,0.15,0.05,0.15
United Kingdom,Midfielder,Premier League,19,2002,4,2,180,2,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0.2,0.2,0,0.12,0.12,0,0.12
Brazil,Forward,La Liga,22,1999,29,8,1063,11.8,6,4,6,0,0,3,0,36,14,38.9,3.05,1.19,0.17,0.43,15.1,0.51,0.34,0.85,0.51,0.85,6.3,6.3,2.2,8.5,0.53,0.19,0.72,0.53,0.72
Brazil,Forward,Bundesliga,22,1999,1,1,64,0.7,0,1,0,0,0,0,0,3,1,33.3,4.22,1.41,0,0,8.8,0,1.41,1.41,0,1.41,0.7,0.7,0,0.7,0.94,0,0.94,0.94,0.94
Italy,Forward,Serie A,23,1998,28,15,1401,15.6,3,0,3,0,0,1,0,51,15,29.4,3.28,0.96,0.06,0.2,15.2,0.19,0,0.19,0.19,0.19,4.7,4.7,0.9,5.6,0.3,0.06,0.36,0.3,0.36
France,Midfielder,Ligue 1,26,1995,24,17,1490,16.6,2,3,2,0,0,3,0,21,8,38.1,1.27,0.48,0.1,0.25,23.4,0.12,0.18,0.3,0.12,0.3,0.8,0.8,3,3.8,0.05,0.18,0.23,0.05,0.23
